,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
                   Thank you.,,,,,,,,
,,,,,,,,
      Rose stops. Turns,,,,,,,,
,,,,,,,,
                             MIDDLE AGED WOMAN,,,,,,,,
                   For what you did. Thank you.,,,,,,,,
,,,,,,,,
      Rose nods and continues on to the van.,,,,,,,,
,,,,,,,,
,,,,,,,,
110   INT. VAN - DAY                                                  110,,,,,,,,
,,,,,,,,
      They ride down an Albuquerque street in silence.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   You want a Coke?,,,,,,,,
,,,,,,,,
                                NORAH,,,,,,,,
                   Sure.,,,,,,,,
,,,,,,,,
                                    GREEN REVISION 3/5/07        71.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
111   INT. GAS STATION FOODMART - DAY                                  111,,,,,,,,
,,,,,,,,
      Rose fills a cup at the soda fountain. Through the window she,,,,,,,,
      sees Mac and family pull up on the other side of the store.,,,,,,,,
,,,,,,,,
"      Mac gets out and pumps gas. The woman, HEATHER, laughs with",,,,,,,,
      the little girl in the back seat. They look happy.,,,,,,,,
,,,,,,,,
      Rose's fountain drink overflows.,,,,,,,,
,,,,,,,,
                          ROSE,,,,,,,,
                Dammit.,,,,,,,,
,,,,,,,,
      Rose grabs for a napkin which clumps and tears.,,,,,,,,
,,,,,,,,
      The door BEEPS. Rose jumps behind the candy rack and peeks,,,,,,,,
      around. All clear. She turns and smacks into Heather. Heather,,,,,,,,
      glares at Rose.,,,,,,,,
,,,,,,,,
                          HEATHER,,,,,,,,
                You think I don't know?,,,,,,,,
,,,,,,,,
      Heather trembles with anger. Rose stands frozen.,,,,,,,,
,,,,,,,,
                          HEATHER,,,,,,,,
                You may have been hot shit in high,,,,,,,,
                school but what are you now?,,,,,,,,
                Nothing. A waste of space.,,,,,,,,
,,,,,,,,
      Heather reaches out and gives Rose a little push. Ten years,,,,,,,,
      of anger culminating in this one anti climactic gesture.,,,,,,,,
,,,,,,,,
      Rose watches Heather walk away and knows every word is true.,,,,,,,,
,,,,,,,,
,,,,,,,,
112   EXT. DESERT ROAD - DAY                                           112,,,,,,,,
,,,,,,,,
      A stream of water leaks from the trunk. Joe gets out cursing,,,,,,,,
      under his breath. He kicks the car and a hub cap falls off.,,,,,,,,
      It's an unbearable insult.,,,,,,,,
,,,,,,,,
                          JOE,,,,,,,,
                Stupid shit heap!,,,,,,,,
,,,,,,,,
      Fifty years of failures result in an explosion of,,,,,,,,
"      frustration. Joe stomps on the hub cap, picks it up and",,,,,,,,
      throws it as far as he can.,,,,,,,,
,,,,,,,,
      Joe gathers himself and leans in the window. He forces a,,,,,,,,
      smile at Oscar. Oscar looks nervous.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                            (CONTINUED),,,,,,,,
,,,,,,,,
                                        GREEN REVISION 3/5/07        72.,,,,,,,,
112   CONTINUED:                                                           112,,,,,,,,
,,,,,,,,
,,,,,,,,
                             JOE,,,,,,,,
                   It's alright. Everything's okay.,,,,,,,,
,,,,,,,,
      Joe opens the trunk and checks on the shrimp. A car zooms by.,,,,,,,,
      Joe tries to wave it down. No good. Another zooms by.,,,,,,,,
,,,,,,,,
                             JOE,,,,,,,,
"                   Come on, come on, come on, come on.",,,,,,,,
,,,,,,,,
      Joe struggles to wave down a car. No luck. Joe has an idea.,,,,,,,,
,,,,,,,,
                             JOE,,,,,,,,
                   Make like you're crying.,,,,,,,,
,,,,,,,,
      Oscar turns on the tears. A car stops.,,,,,,,,
,,,,,,,,
,,,,,,,,
113   INT. LORKOWSKI HOUSE - LIVING ROOM - EVENING                         113,,,,,,,,
,,,,,,,,
      Rose walks in. Oscar and Joe feign casualness.,,,,,,,,
,,,,,,,,
      Joe looks at the bathroom door which stands open. Inside the,,,,,,,,
      tub brims with shrimp and ice.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   What did you guys do today?,,,,,,,,
,,,,,,,,
                              OSCAR,,,,,,,,
                   Nothing.,,,,,,,,
,,,,,,,,
      Rose turns to Joe who shrugs.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   How's it without Norah here?,,,,,,,,
,,,,,,,,
                              JOE,,,,,,,,
                   Weird.,,,,,,,,
,,,,,,,,
      Joe walks over and casually shuts the bathroom door.,,,,,,,,
,,,,,,,,
,,,,,,,,
114   EXT. DOGHOUSE WEINER HUT  NIGHT                                     114,,,,,,,,
,,,,,,,,
"      Randy stuffs his face with a hotdog while Norah glares,",,,,,,,,
      annoyed.,,,,,,,,
,,,,,,,,
                             RANDY,,,,,,,,
                   I'm sorry. I know it was stupid.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   On so many levels.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                                (CONTINUED),,,,,,,,
,,,,,,,,
                                       GREEN REVISION 3/5/07        73.,,,,,,,,
114   CONTINUED:                                                          114,,,,,,,,
,,,,,,,,
,,,,,,,,
                             RANDY,,,,,,,,
                   I'm really sorry. I swear it won't,,,,,,,,
                   happen again. It's just... you,,,,,,,,
                   weren't around and...,,,,,,,,
,,,,,,,,
      Norah shakes her head. Randy doesn't know what to say.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
"                   Listen, Randy I think we should",,,,,,,,
                   stop hanging out.,,,,,,,,
,,,,,,,,
                             RANDY,,,,,,,,
                   You're breaking up with me over the,,,,,,,,
                   rabbit lady?,,,,,,,,
,,,,,,,,
      Norah doesn't respond.,,,,,,,,
,,,,,,,,
                              RANDY,,,,,,,,
"                   I don't know, the way you act, I",,,,,,,,
                   didn't even think that you'd care,,,,,,,,
                   that much.,,,,,,,,
,,,,,,,,
                               NORAH,,,,,,,,
"                   Yeah, I don't. I should, but I",,,,,,,,
                   don't. And you're a really great,,,,,,,,
                   guy. But...I don't care if you have,,,,,,,,
                   sex with the rabbit lady... and I,,,,,,,,
"                   mean, it seems like I should care",,,,,,,,
                   about that.,,,,,,,,
,,,,,,,,
,,,,,,,,
115   INT. ROSE'S HOUSE - LIVING ROOM - NIGHT                             115,,,,,,,,
,,,,,,,,
      Rose opens a stack of neglected mail. She is interrupted by a,,,,,,,,
      light knock on the door. Rose peeks out the peep hole.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   Shit.,,,,,,,,
,,,,,,,,
"      Rose hesitates, then opens the door just a crack.",,,,,,,,
,,,,,,,,
                             MAC,,,,,,,,
                   Rose.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   What are you doing here?,,,,,,,,
,,,,,,,,
                             MAC,,,,,,,,
                   Can we talk a minute?,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   Oscar's asleep.,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                               (CONTINUED),,,,,,,,
,,,,,,,,
                                       GREEN REVISION 3/5/07        74.,,,,,,,,
115   CONTINUED:                                                          115,,,,,,,,
,,,,,,,,
,,,,,,,,
      Rose stands her ground for a moment before stepping outside.,,,,,,,,
,,,,,,,,
                             MAC,,,,,,,,
                   It was great seeing you last night.,,,,,,,,
                   You looked so professional and,,,,,,,,
                   confident. Your own business...,,,,,,,,
,,,,,,,,
      Mac touches her lightly on the arm.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   How's the baby?,,,,,,,,
,,,,,,,,
      Mac looks away.,,,,,,,,
,,,,,,,,
                             MAC,,,,,,,,
                   I just wanted to congratulate you,,,,,,,,
                   on the business. Seems like things,,,,,,,,
                   are really going great for you.,,,,,,,,
,,,,,,,,
      Rose and Mac's eyes meet.      Rose smiles.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   They are. If we keep going at this,,,,,,,,
                   rate I can hire a couple of,,,,,,,,
"                   employees soon, put a little more",,,,,,,,
"                   in marketing, give those Clean",,,,,,,,
                   Sweep guys a run for their money.,,,,,,,,
,,,,,,,,
      Rose glows.,,,,,,,,
,,,,,,,,
                             ROSE,,,,,,,,
                   I'm a business woman.,,,,,,,,
,,,,,,,,
                             MAC,,,,,,,,
                       (nodding),,,,,,,,
                   You're a business woman.,,,,,,,,
,,,,,,,,
,,,,,,,,
116   EXT. LYNN'S APARTMENT BUILDING - NIGHT                              116,,,,,,,,
,,,,,,,,
"      Norah stands disheveled, six pack in hand. Lynn opens the",,,,,,,,
      door wearing slippers.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   Ever been trestling?,,,,,,,,
,,,,,,,,
,,,,,,,,
117   EXT NOB HILL RESTAURANT ROW - NIGHT                                 117,,,,,,,,
,,,,,,,,
      Shrimp jiggles in Joe's hand cart as he makes his way toward,,,,,,,,
      the row of upscale restaurants.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                               (CONTINUED),,,,,,,,
,,,,,,,,
                                      GREEN REVISION 3/5/07        75.,,,,,,,,
117    CONTINUED:                                                        117,,,,,,,,
,,,,,,,,
,,,,,,,,
       A couple of upscale hipsters stare curiously at the hand cart,,,,,,,,
       as they pass Joe.,,,,,,,,
,,,,,,,,
,,,,,,,,
118    INT. ROSE'S HOUSE - OSCAR'S BEDROOM - NIGHT                       118,,,,,,,,
,,,,,,,,
       Sounds of sex seep through thin walls. Oscar sits up in bed.,,,,,,,,
,,,,,,,,
"       After a moment he crawls out of bed, he grabs a flashlight",,,,,,,,
       from his shelf and exits his room.,,,,,,,,
,,,,,,,,
,,,,,,,,
118A   INT. ROSE'S APARTMENT - ROSE'S BEDROOM - NIGHT                    118A,,,,,,,,
,,,,,,,,
       The mattress squeaks slightly as Mac and Rose have sex.,,,,,,,,
,,,,,,,,
,,,,,,,,
119    EXT. ROSE'S HOUSE - NIGHT                                         119,,,,,,,,
,,,,,,,,
"       In pajamas and bare feet, Oscar steps into the night. He",,,,,,,,
       flicks on the flashlight.,,,,,,,,
,,,,,,,,
,,,,,,,,
120    EXT. WOODS - NIGHT                                                120,,,,,,,,
,,,,,,,,
       Norah leads Lynn through a wooded area toward a train,,,,,,,,
       trestle. Norah carries the two remaining beers of a six pack.,,,,,,,,
,,,,,,,,
                              LYNN,,,,,,,,
                    Are the bodies there?,,,,,,,,
,,,,,,,,
                              NORAH,,,,,,,,
                    No. The person is gone. It's weird,,,,,,,,
                    `cuz we're connected to them in,,,,,,,,
                    this strangely intimate way... but,,,,,,,,
                    we never actually meet them. It's,,,,,,,,
                    just kind of weird.,,,,,,,,
,,,,,,,,
       Norah steps over a discarded tire.,,,,,,,,
,,,,,,,,
                              NORAH,,,,,,,,
                    I have seen a dead body once,,,,,,,,
                    though.,,,,,,,,
,,,,,,,,
                              LYNN,,,,,,,,
                    Yeah?,,,,,,,,
,,,,,,,,
                              NORAH,,,,,,,,
                    My mom.,,,,,,,,
,,,,,,,,
"       Lynn follows Norah, not knowing how to respond. It's awkward.",,,,,,,,
       Norah tries to lighten things.,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                              (CONTINUED),,,,,,,,
,,,,,,,,
                                    GREEN REVISION 3/5/07       75A.,,,,,,,,
120   CONTINUED:                                                       120,,,,,,,,
,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   She was in a movie of the week,,,,,,,,
"                   once, ya know.",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                            (CONTINUED),,,,,,,,
,,,,,,,,
                                      GREEN REVISION 3/5/07        76.,,,,,,,,
120   CONTINUED: (2)                                                     120,,,,,,,,
,,,,,,,,
,,,,,,,,
                               LYNN,,,,,,,,
                   Your mom?,,,,,,,,
,,,,,,,,
      Norah nods.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   A bunch of Hollywood people were,,,,,,,,
                   filming down in Old Town. They,,,,,,,,
                   thought my mom was so beautiful and,,,,,,,,
                   so talented that they gave her a,,,,,,,,
                   speaking part. You want to hear it?,,,,,,,,
,,,,,,,,
      Lynn nods.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   `I recommend the pecan pie.',,,,,,,,
,,,,,,,,
      Norah looks back at Lynn for applause.,,,,,,,,
,,,,,,,,
                             LYNN,,,,,,,,
                   I recommend the pecan pie?,,,,,,,,
,,,,,,,,
      Norah nods.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   That was her line. It was on TV and,,,,,,,,
                   everything.,,,,,,,,
,,,,,,,,
                             LYNN,,,,,,,,
                   That's pretty cool.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
"                   Me and Rose, we didn't actually see",,,,,,,,
                   it but Rose says mom talked about,,,,,,,,
                   it all the time. I don't remember.,,,,,,,,
,,,,,,,,
      Norah shrugs.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   I don't remember her much at all. I,,,,,,,,
"                   have this box of her stuff though,",,,,,,,,
                   little things she touched. When it,,,,,,,,
                   seems like she never even really,,,,,,,,
                   existed... it's proof.,,,,,,,,
,,,,,,,,
      The two reach the bottom of a train trestle.,,,,,,,,
,,,,,,,,
                             NORAH,,,,,,,,
                   All right. This is where we climb.,,,,,,,,
,,,,,,,,
                               LYNN,,,,,,,,
                   What?,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                              (CONTINUED),,,,,,,,
,,,,,,,,
                                     GREEN REVISION 3/5/07        77.,,,,,,,,
120   CONTINUED: (3)                                                    120,,,,,,,,
,,,,,,,,
,,,,,,,,
                          NORAH,,,,,,,,
                Up to that girder.,,,,,,,,
,,,,,,,,
      Norah points to a rusted girder about eight feet from the,,,,,,,,
      underbelly of the track.,,,,,,,,
,,,,,,,,
                          LYNN,,,,,,,,
                I'm not climbing up there.,,,,,,,,
,,,,,,,,
                          NORAH,,,,,,,,
                Best place to be when it comes.,,,,,,,,
,,,,,,,,
                          LYNN,,,,,,,,
                Uh-uh.,,,,,,,,
,,,,,,,,
